Class Index,Title,Description,processed_text
2,Jury Can Hear of Kobe Accuser's Sex Life (AP),"AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.","AP - Prosecutors suffer another setback Monday in the Kobe Bryant sexual assault case , lose a last - ditch attempt to keep the NBA star 's lawyer from tell juror about the alleged victim 's sex life ."
1,"North Korea Talks Still On, China Tells Downer (Reuters)","Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.","Reuters - China have say no date have be set for\worke - level talk on the north korean nuclear crisis and gave\no indication that the meeting have be cancel , Australian\Foreign Minister Alexander Downer say on Tuesday ."
2,Griffin to Anchor D-Line,"The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.","the Redskins expect huge thing from 300 - pound Cornelius Griffin , who be sign to aid the team 's weak unit - the defensive line ."
1,Last American defector in North Korea agrees to tell story (AFP),"AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.","AFP - the last survive american defector to communist North Korea want to tell his story to put a human face on the stalinist state which he believe be unfairly vilify abroad , british film - maker say ."
1,Live: Olympics day four,Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,Richard Faulds and Stephen Parry be go for gold for Great Britain on day four in Athens .
1,"Kerry Widens Lead in California, Poll Finds (Reuters)","Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.","Reuters - democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voter , a poll release on\Tuesday find ."
2,Capacity Crowds at Beach Volleyball Rock the Joint," ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.","  ATHENS ( Reuters ) - at the beach volleyball , the 2004   Olympics be a sell - out , foot - stomping success ."
3,"Dollar Near Recent Lows, Awaits ZEW/CPI", LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.,  LONDON ( Reuters ) - the dollar hold steady near this week 's   four - week low against the euro on Tuesday with investor   await a german investor confidence survey and U.S. consumer   inflation number to shed light on the direction .
3,Intel to delay product aimed for high-definition TVs,"SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","SAN FRANCISCO -- in the late of a series of product delay , Intel Corp. have postpone the launch of a video display chip it have previously plan to introduce by year end , put off a showdown with Texas Instruments Inc. in the fast - grow market for high - definition television display ."
1,Venezuela vote keeps Chavez as president,CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,CARACAS -- Venezuelans vote resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that draw noisy reaction yesterday from both side in the street . international observer certify the result as clean and accurate .
1,Jailing of HK democrat in China 'politically motivated' (AFP),AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,AFP - Hong Kong democrats accuse China of jail one of their member on trump - up prostitution charge in a bid to disgrace a political movement Beijing have be feud with for seven year .
3,Kmart Swings to Profit in 2Q; Stock Surges (AP),AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,AP - Shares of Kmart Holding Corp. surge 17 percent Monday after the discount retailer report a profit for the second quarter and say chairman and majority owner Edward Lampert be now free to invest the company 's   # 36;2.6 billion in surplus cash .
1,Fischer's Fiancee: Marriage Plans Genuine (AP),"AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.","AP - former chess champion Bobby Fischer 's announcement thathe be engage to a japanese woman could win he sympathy among japanese official and help he avoid deportation to the United States , his fiancee and one of his supporter say Tuesday ."
1,U.S. Misses Cut in Olympic 100 Free,"ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...","ATHENS , Greece - top american sprinter Jason Lezak and Ian Crocker miss the cut in the olympic 100 - meter freestyle preliminary Tuesday , a stunning blow for a country that have always do well in the event .     Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advance to the evening semifinal a day after duel teenager Michael Phelps in the 200 freestyle , win by Thorpe ..."
4,Consumers Would Pay In Phone Proposal,"A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","a proposal back by a coalition of telephone carrier would cut billion of dollar in fee owe by long - distance company to regional phone giant but would allow the regional company to make up some of the difference by raise monthly phone bill for million of consumer . & lt;font face=""verdana , MS Sans Serif , arial , helvetica "" size=""-2""\ color=""#666666""&gt;&lt;b&gt;-the Washington Post&lt;/B&gt;&lt;/FONT&gt ;"
